arr ; signal ; angle ; dist ; K1 ; K2 ; K3 ; K4 ; K5 ; K6 ; K7 ; K8
A5 ; SX ; 25 ; 20 ; 1.0 ; 1.3346154175167266 ; 1.7036388977495285 ; 1.8723344001877438 ; 1.6344030557741696 ; 1.9748683735224357 ; 1.243729025168817 ; 8.008476192444002
A5 ; SX ; 00 ; 40 ; 1.0 ; 0.6526703009791058 ; 0.8207048910226212 ; 1.6352216756905122 ; 0.7528089676682092 ; 1.1988831174887078 ; 1.2072232444366837 ; 10.385339433396808
A5 ; SX ; 10 ; 40 ; 1.0 ; 1.0202999141142357 ; 0.7230470009112622 ; 1.4138432553244775 ; 0.9473389185324051 ; 1.2061454335578101 ; 0.8281907545606568 ; 9.002898244606785
A5 ; SX ; 25 ; 40 ; 1.0 ; 1.4191006194376485 ; 1.3632658609694135 ; 2.282952773876973 ; 1.678824391971008 ; 1.7460673546490282 ; 1.8961932266624006 ; 25.545804576676485
A5 ; SX ; 00 ; 60 ; 1.0 ; 0.956164293914777 ; 1.016945802866093 ; 1.2485195273864955 ; 0.9965606889262578 ; 0.8783368665151333 ; 0.66690873952096 ; 6.154948298738765
A5 ; SX ; 10 ; 60 ; 1.0 ; 1.9176256234312885 ; 2.0197473616326485 ; 0.9639105972520584 ; 1.7728243351444506 ; 1.0495562511740075 ; 1.0586599171400974 ; 10.870059391154653
A5 ; SX ; 25 ; 60 ; 1.0 ; 0.5822598562853362 ; 0.6445872838440183 ; 0.922651837824759 ; 0.676207817497988 ; 0.7728628094970075 ; 1.205687674010293 ; 10.830877002159198
A5 ; SX ; 00 ; 80 ; 1.0 ; 0.7986568125386662 ; 0.8074602860983187 ; 1.3160817100218494 ; 1.4419028088396957 ; 2.840235505285269 ; 1.1340507650087845 ; 17.036213373337535
A5 ; SX ; 10 ; 80 ; 1.0 ; 0.5401448432505866 ; 0.6004209099276384 ; 0.773195597761212 ; 0.7593945637140412 ; 1.316198201308934 ; 0.7996467692263522 ; 7.297042520778171
A5 ; SX ; 25 ; 80 ; 1.0 ; 0.7003898764600243 ; 0.8190345682378372 ; 0.8144718795426531 ; 1.0243748278247138 ; 1.0833702564093954 ; 0.6246132568889103 ; 9.214609252946765
